Riot Act April 29 1992 by Ai,Poet,955.628169014
Twenty-year Marriage by Ai,Poet,8840.43065693
To Dorothy by Marvin Bell,Poet,434.721153846
To an Adolescent Weeping Willow by Marvin Bell,Poet,205.464454976
Dream Song 26: The glories of the world struck me by John Berryman,Poet,38.921875
Dream Song 172: Your face broods by John Berryman,Poet,254.406504065
The Fish by Elizabeth Bishop,Poet,321.835978836
Warning to the Reader by Robert Bly,Poet,177.201183432
The Russian by Robert Bly,Poet,140.440528634
A Lovely Love by Gwendolyn Brooks,Poet,1069.22429907
The Choir by Olga Broumas,Poet,227.159090909
at the cemetery walnut grove plantation south carolina 1989 by Lucille Clifton,Poet,103.033057851
scar by Lucille Clifton,Poet,82.4545454545
Japan by Billy Collins,Poet,48.6131687243
Writing in the Afterlife by Billy Collins,Poet,98.9958158996
The Language by Robert Creeley,Poet,264.980769231
The Warning by Robert Creeley,Poet,20.71875
Adultery by James Dickey,Poet,266.334693878
Tomatoes by Stephen Dobyns,Poet,478.738095238
Fragments by Stephen Dobyns,Poet,153.046511628
Wingfoot Lake by Rita Dove,Poet,153.806584362
The Stairway by Stephen Dunn,Poet,101.913461538
The Strange People by Louise Erdrich,Poet,163.842105263
New Vows by Louise Erdrich,Poet,141.666666667
Sexual Jealousy by Carol Frost,Poet,358.6
The Undressing by Carol Frost,Poet,273.056737589
To Kill a Deer by Carol Frost,Poet,184.691542289
Nostos Louise Gluck,Poet,402.032258065
Celestial Music by Louise Gluck,Poet,466.32231405
How Simile Works by Albert Goldbarth,Poet,216.557692308
The Older Child by Kimiko Hahn,Poet,360.872727273
The Porcelain Couple by Donald Hall,Poet,298.055072464
Reuben Reuben by Michael S. Harper,Poet,128.772727273
Our Lady of the Snows by Robert Hass,Poet,362.71875
The Image by Robert Hass,Poet,193.123595506
Those Winter Sundays by Robert Hayden,Poet,264.11
This Night by William Heyen,Poet,142.008695652
Playing Dead by Andrew Hudgins,Poet,115.845714286
Degrees Of Gray In Philipsburg by Richard Hugo,Poet,1069.5942492
Absences by Donald Justice,Poet,47.625
Variations On A Text By Vallejo by Donald Justice,Poet,300.103448276
After Making Love we Hear Footsteps by Galway Kinnell,Poet,381.138888889
Blackberry Eating by Galway Kinnell,Poet,295.436170213
Thrall by Carolyn Kizer,Poet,132.179487179
The Intruder by Carolyn Kizer,Poet,117.26
Facing It by Yusef Komunyakaa,Poet,188.005586592
Audacity of the Lower Gods by Yusef Komunyakaa,Poet,220.12
Heaven as Anus by Maxine Kumin,Poet,277.704301075
Nurture by Maxine Kumin,Poet,256.539007092
The Abduction by Stanley Kunitz,Poet,167.65530303
My Indigo by Li-Young Lee,Poet,727.882352941
Eating Alone by Li-Young Lee,Poet,185.320855615
The Mutes by Denise Levertov,Poet,86.5630630631
Wedding-Ring by Denise Levertov,Poet,398.741935484
They Feed They Lion by Philip Levine,Poet,261.596774194
Animals Are Passing From Our Lives by Philip Levine,Poet,4838.09558824
"To Speak of Woe That Is in Marriage" by Robert Lowell,Poet,58.0446428571
Onions by William Matthews,Poet,334.865671642
Charles on Fire by James Merrill,Poet,154.915422886
b o d y by James Merrill,Poet,165.819444444
For the Anniversary of My Death by W.S. Merwin,Poet,36.4404761905
When You Go Away by W.S. Merwin,Poet,250.274509804
Minor Miracle by Marilyn Nelson,Poet,197.215384615
The Small Vases from Hebron by Naomi Shihab Nye,Poet,361.026737968
Hello by Naomi Shihab Nye,Poet,311.012875536
Personal Poem by Frank O'Hara,Poet,184.56445993
Why I Am Not A Painter by Frank O'Hara,Poet,151.805970149
May 1968 by Sharon Olds,Poet,1114.07958478
University Hospital Boston by Mary Oliver,Poet,78.175862069
The Summer Day by Mary Oliver,Poet,177.182926829
Dearest Reader by Michael Palmer,Poet,190.056603774
Aubade: Some Peaches After Storm by Carl Phillips,Poet,311.8984375
Crossing The Water Sylvia Plath,Poet,70.2395833333
Power by Adrienne Rich,Poet,101.417322835
Root Cellar by Theodore Roethke,Poet,352.763157895
The Room of My Life by Anne Sexton,Poet,210.266331658
Her Kind by Anne Sexton,Poet,196.478873239
Fork by Charles Simic,Poet,160.475409836
My Noiseless Entourage by Charles Simic,Poet,72.7669172932
Working Late by Louis Simpson,Poet,208.084070796
Cleaning a Fish by Dave Smith,Poet,443.483606557
Pacemaker by W.D. Snodgrass,Poet,154.649122807
Hay for the Horses by Gary Synder,Poet,144.325757576
Oranges by Gary Soto,Poet,354.448275862
Glass-Bottom Boat by Elizabeth Spires,Poet,282.823899371
Gin by David St. John,Poet,405.516516517
Traveling through the Dark by William Stafford,Poet,119.563291139
Notice What This Poem Is Not Doing by William Stafford,Poet,26.7565217391
The Dancing by Gerald Stern,Poet,910.032258065
The Prediction by Mark Strand,Poet,201.605769231
The Night The Porch by Mark Strand,Poet,287.821138211
Letter by Jean Valentine,Poet,455.483870968
Year's End by Ellen Bryant Voigt,Poet,311.740566038
In Trackless Woods by Richard Wilbur,Poet,493.80733945
The Singing by C. K. Williams,Poet,318.166189112
More Blues and the Abstract Truth by C.D. Write,Poet,70.5081300813
Approximately Forever by C.D. Wright,Poet,129.75
Clear Night by Charles Wright,Poet,199.762295082
Lying in a Hammock at William Duffy's Farm in Pine Island Minnesota by James Wright,Poet,272.0
A Blessing by James Wright,Poet,463.76300578
Only but a dream,Amateur,64.2150943396
Dr. Heinz Doofenshmirtz,Amateur,149.469387755
Freedom,Amateur,7.17910447761
The foolish man,Amateur,1587.00803213
Live for the moment,Amateur,126.941176471
Eaten up,Amateur,100.090909091
Gates of Goodbye,Amateur,4203.26143791
true beauty,Amateur,85.78
A Walk in the Park,Amateur,6862.40449438
The two of them,Amateur,100.541176471
Your life,Amateur,279.896103896
Thing we have lost in fire,Amateur,327.169014085
Mother Rabbit,Amateur,362.621359223
Aurora,Amateur,5213.70689655
Boy to a man,Amateur,74.85
Goodbye poem,Amateur,19.234375
Read me,Amateur,175.606060606
Angel eyes,Amateur,377.12244898
Another Chapter,Amateur,2901.40186916
Self Reserved,Amateur,64.7225433526
Yet the sun still sleeps. ,Amateur,220.615942029
Let love be as one,Amateur,97.0952380952
Charlotte Emily and Anne,Amateur,1735.48695652
Cappuccino,Amateur,1499.01801802
Pleasure trip,Amateur,458.447154472
I thought I knew,Amateur,252.163043478
Where is our fate formed?,Amateur,3428.05376344
